en_text,labels
and also less people wearing hanbok (other alternative to wear hanbok and take a picture of urself),all-0
"To fully appreciate it, try getting a ride on the horse carriage around the facility, climb the elephant, and dress up in emperor clothing for photos.",all-1 amn-1 ch-1
Such a pity that it was complete destroyed in about 1972.,all-2 ch-2
We were really glad that we had a guide with us as she was able to give us great amounts of information.,all-1 amn-1 ppl-1
"It was very run down, overgrown with weeds, and lots of trash everywhere.",all-2 mgt-2 nat-2
i didnt have high hope for this palace due to the grandeur gyeongbokgung.,all-2
Although we went on a rainy day this was a most impressive place covering some large area - there were many interesting pictures and the buildings were lovely giving some sense of how it must have been - the entrance and reception buildings were quite impressive if you could imagine all the ceremony that went with it all.,all-3 nat-2 ch-1
It's worth taking the time to go independently to the Imperial City but take food and drink as there's not much available.,all-3 amn-2
(if you are a fan :D).,all-0
"Brrrrr.....
Read more about it here: http://curlytraveller.com/2014/02/changdeokgung-palace-seoul.html",all-0
I really loved this visit.,all-1
It was such a shame seeing all the bullet marks on the city walls.,all-2 ch-2
"If you are going to Changdeokgung, secret garden is a must-see.",all-1 nat-1
"It was truly magnificent to see it in its glory on a hot, (sweaty) and sunny day.",all-3 nat-2
"The secret garden is huge and the tour took 1.5 hours, very interesting and worthwhile.",all-1 nat-1
"Beautiful area in nclueing the purple city, some great photographic opportunity s, down side is that being such an important historical area in Vietnamese cultural history you would think they would keep the lawns and gardens a bit better maintained.",all-3 ch-1 mgt-2 nat-2
"DO NOT buy snack/drinks within the walls, majorly overpriced.",all-2 amn-2
"Not as good as China's Forbidden Kingdom, but it's Korean Palace, Korean culture.",all-3 ch-1
The citadel was very informative and I had an amazing time.,all-1
"We were here for the blossoming of the azaleas, and the timing could not have been more perfect.",all-1 nat-1
So that wasn't very nice.,all-2
Go around 4/5 pm during the sunset and you'll appreciated it much more!!!!,all-1 nat-1
"if you have time, rent traditional korean costume from shops outside the palace will make this trip more memorable.",all-1 amn-1
It's a shame some buildings have been destroyed.,all-2 ch-2
I am sure she tried to scam me intentionally therefore she didn't dare to rebut when i asked for the correct change.,all-2 amn-2 ppl-2
"It might be difficult, if not impossible for people who have mobility problems.",all-2 mgt-2
"Bring water, as it is ridiculously overprized in the citadel and surrounding street vendors.",all-2 amn-2
Its very big and have lots of beautiful things to see.,all-1
Calm & beautiful scenery around the lake in Citadel.,all-1 nat-1
The Imperial City was the cultural highlight of our trip to Vietnam and we are so glad we made the effort as the Hue Airport was being rebuilt when we visited.,all-1 ch-1
Lunch was awful and by no means worth $10 in Vietnam.,all-2 amn-2
The citadel was amazing- to see the city centre and what still remains from so many years ago!,all-1 ch-1
"The architecture of the palaces and other dwellings is purely Korean, so authenticity is well preserved.",all-1 ch-1 mgt-1
"I gather it has been rebuilt completely after many years of ravages, it was worth the trouble.",all-1 mgt-1
Or you can opt for a shuttle service for 45 or 60 minutes.,all-1 amn-1
110000vnd each to get in which isnt too bad.,all-1 amn-1
the one thing I hate about Vietnam is the local price and the foreigner price!,all-2 amn-2
"Also after paying extra for the tour, the group was so large, 50 plus that it was impossible to hear what the guide was saying as everyone was busy talking at the same time.",all-2 amn-2 ppl-2
"The palace is similar to Gyeongbokgung palace but the Secret Garden is well worth it, even in winter you can appreciate it's design and beauty.",all-1 ch-1 nat-1
It was indescribable.,all-0
"From Danang it was 3 hours travel by road, save yourself the effort and spend an extra day in Hoi An or Danang.",all-0
Make sure you get there in time for the changing of the guard which is colorful but clearly performed for the tourists.,all-1 ch-1
Regrettably allowed to deteriorate over the last 50 years.,all-2 ch-2 mgt-2
"At such a beautiful place, we found our group accosted by a deranged woman who desired to ingratiate herself into our tour group.",all-3 ppl-2
The Citadel began construction in 1802 by the Nguyen dynasty and took 30 years to build.,all-1 ch-1
We really enjoyed this day.,all-1
It is a shame that so much damage was caused during the war.,all-2 ch-2
Sad to think so much was destroyed in the war.,all-2 ch-2
Impressing buildings and you will like this place.,all-1 ch-1
It is a huge place so bring water and get as much photos as you can.,all-1
"Unfortunately I was only able to spend an hour running around to see as much as I could as I did not have enough water, the sun was beating down on me, and my partner was waiting for me.",all-2 nat-2
The citadel was - in my opinion - not worth the time spent there.,all-2
We walked ourselves around with a tour book (lonely planet) but a free tour may have been better as it is not well signposted inside.,all-2 amn-2 mgt-2
We had a wonderful tour guide who mesmerised us with stories and the tour went for an hour longer than was advertised in the brochure.,all-1 amn-1 ppl-1
Hello everyone Sorry but with all the hype this was all in all a disappointing place to visit.,all-2
The place is easily accessible through public transport.,all-1 mgt-1
You can also walk into the deeper end to see the secret garden and the secondary palace for added charge (boooo....).,all-0
We walked through the imperial city the other day and had an excellent time.,all-1
In hindsight I should have taken an English tour so that the use of everything was made clear to me.,all-3 amn-1
The citadel was an unexpected treat that the whole family really enjoyed.,all-1
"I only visited this palace because I had extra time in Seoul and had half a day to spend on this palace, Insa-dong, and the Buchon villiage.",all-0
"What you find here is only the empty structure, suppose the secret garden would have made this more agreeable, but we were have no intention to wait for guided tour, and additional cost to visit.",all-2 ch-2
We had a really great time exploring the Imperial city.,all-1
It was so much fun & definitely saved us from the sun!,all-3 nat-2
Take your transportation or Taxi to the South entrance along the river but go a few meters to the right to the ticket booth.,all-1 amn-1
"4: Bring cash

On the subject of buying things, this place does seem to work in cash, so credit cards are a no no.",all-2 amn-2
"Visited here today and loved it, probably my favourite place in Vietnam so far!",all-1
"It didn't seem well-maintained at all, especially considering how much money they're making on entrance fees.",all-2 amn-2 mgt-2
The city was heavily bombed so there are a number of ruins as well as some restored buildings.,all-3 ch-2 mgt-1
You can see the citadel in one long morning then explore the town on bikes or go on a bike food tour.,all-1 amn-1
This is the only way to see the secret garden!,all-0
It's a very interesting place with some amazing history and architecture.,all-1 ch-1
"Imperial city of Hue is an old ancient city with temples of the Vietnam dynasties ,pagodas and tombs surrounding with mountains.",all-1 ch-1 nat-1
The saddest part is that so much of it was destroyed or is falling apart from the war.,all-2 ch-2
Be prepared for the Heat if you are visiting in Mid day.,all-2 nat-2
"A favourite part of the day was relaxing with an icecream in the Queen Mother's compound, and spotting a beautiful white horse tethered under a tree amongst the ruins.",all-1 amn-1 nat-1
